BaseID,Name,Level,HealthMax,ManaMax,Attack,Defence,AtkRate,SkillList,SkillParameters,Armor,Block,MagicDef,Gold,ExpGain,HealthRegen,ManaRegen,Speed
63,马格罗斯,9,2080,0,155,106,190,"6,13,16","25,25-2.5,5-200",0,0,111,500,3000,0,0,3
64,训蛇士,7,2400,0,144,77,175,"11,13",20-2,0,0,111,150,1000,0,0,3
65,重甲佣兵,5,325,0,42,30,120,,,0,0,111,10,22,0,0,3
66,玛荷托拉,8,955,0,142,83,120,,,0,0,111,15,55,0,0,3
67,精锐玛荷托拉,9,1427,0,190,112,150,21,50-150-20,0,0,111,23,80,0,0,3
68,玛荷托拉祭司,10,1458,0,220,142,100,"22,23","240,10",0,0,111,34,130,0,0,3
69,封尘魔导士,9,1333,0,152,92,100,19,320-3,0,0,111,22,75,0,0,3
70,爆炎魔导士,10,2105,0,177,133,100,"12,24","220,350&1",0,0,111,32,120,0,0,3
71,血锋兽人,10,2305,0,199,55,144,"11,25",8-30-50,0,0,111,33,125,0,0,3
72,魉拙计,8,1500,0,120,60,444,"6,11,13","75,15-4.5",0,0,111,1,5000,0,0,3
73,强哥布林,9,1666,0,144,125,130,4,1.5,0,0,111,20,70,0,0,3
74,萨满祭司,9,1777,0,80,100,100,"8,10,26","160-50,100",0,0,111,24,88,0,0,3
75,流动巨大果冻,9,34444,0,99,99,111,"1,2,14,32","200,20,90-0,33-0",0,0,111,1,8000,0,0,3
76,姆伊森剑师,11,950,0,488,199,240,"11,13,21","10-7.5,100-160-10",0,0,111,45,200,0,0,3
77,姆伊森游侠,11,1350,0,400,221,250,"6,8,29","27,25",0,0,111,46,210,0,0,3
78,沙岚战兵,12,1999,0,530,320,185,"11,14",35-20,0,0,111,53,270,0,0,3
79,沙岚秘术师,12,2000,0,315,268,100,"26,30","220,80-2",0,0,111,50,150,0,0,3
80,沙土魔像,10,8888,0,444,0,222,,,0,0,111,0,222,0,0,3
81,沙岚军主,13,4857,0,980,780,225,"5,11,30,31","15,79-1&78-2,10-3-8",0,0,111,83,465,0,0,3
82,流动奶油冻,9,3777,0,77,77,77,"1,14,29","100,80-0,4",0,0,111,7,255,0,0,3
83,流动果冻,9,3777,0,77,77,111,"1,2,14","200,20,90-0",0,0,111,13,207,0,0,3
84,流动巨大奶冻,9,37777,0,99,99,111,"1,14,29,32","100,80-0,4,33-0",0,0,111,1,8000,0,0,3
85,超流动巨大果冻,15,377777,0,111,111,111,"1,2,14,29,32","200,25,90-0,4,33-0",0,0,111,1,80000,0,0,3
86,教团教士,9,1305,0,215,145,100,33,320-160,0,0,111,30,100,0,0,3
87,教团教士,9,1889,0,252,77,100,34,3,0,0,111,30,100,0,0,3
88,教团主教,11,1050,0,324,220,100,"33,35","500-300,50-100",0,0,111,200,2500,0,0,3
89,白骨倍荷玛,10,1200,0,272,172,175,"2,3","30,10",0,0,111,35,135,0,0,3
90,缠绕意志,10,999,0,244,165,120,"1,29","200,20",0,0,111,35,140,0,0,3
91,腐朽行者,10,1320,0,255,186,190,"3,13,36","16,10-4,2",0,0,111,36,150,0,0,3
92,血腥翼兽,10,1240,0,292,135,220,"6,37","35,1",0,0,111,37,160,0,0,3
93,燃烧死尸,11,1450,0,303,197,190,"3,16,36","15,3-300,2",0,0,111,37,165,0,0,3
94,护陵人,11,1666,0,385,220,150,30,91-2,0,0,111,50,280,0,0,3
95,封尘魔导师,10,4444,0,540,340,100,"19,40","550-3,300",0,0,111,250,3200,0,0,3
96,再生妖,11,1500,0,343,228,200,"3,13,36,38","16,10-5,2,91-Monster02+08&2&0",0,0,111,9,50,0,0,3
97,渎神战士,12,1800,0,672,237,280,"3,13,36,38","20,15-5,3,96-Monster02+08&8&0",0,0,111,25,150,0,0,3
98,沙岚影武者,11,1250,0,533,211,270,"13,41","10-7.5,1-50-200",0,0,111,48,230,0,0,3
99,沙岚武尊,14,1250,0,533,720,400,"30,31,41","98-2,10-7.5-13,2-70-160",0,0,111,100,800,0,0,3
100,姆伊森狱卒,9,1835,0,142,55,190,11,,0,0,111,17,66,0,0,3
101,沙岚警戒者,12,1650,0,468,330,225,"13,25,42","10-4.5,8-50-50",0,0,111,49,245,0,0,3
102,魔神像左臂,13,3333,0,988,330,50,"14,15,16,32","40-20,900-5-100,5-300,70-50",0,0,111,100,800,0,0,3
103,魔神像右臂,13,3333,0,552,330,500,"14,15,16,32","40-20,900-5-100,5-300,70-50",0,0,111,100,800,0,0,3
104,沙土魔神像,13,3333,0,800,330,100,"14,32,35,40","40-20,70-50,30-100,380",0,0,111,500,5000,0,0,3
105,叛逃者黑王,13,3500,0,800,700,250,"31,37","15-3-15,0.12",0,0,111,1000,10000,0,0,3
106,哥布林督军,12,2452,0,567,188,120,"4,31","2,15-5-7",0,0,111,52,260,0,0,3
107,兽人骑将,12,1258,0,608,365,150,"11,36",2,0,0,111,53,265,0,0,3
108,封尘魔导师,12,2565,0,492,336,100,"19,26","450-3,200",0,0,111,53,275,0,0,3
109,玛荷托拉近卫,12,3655,0,585,425,160,10,330-10,0,0,111,54,285,0,0,3
110,玛荷托拉主祭,12,2137,0,545,348,100,"22,23,33","320,8,300-150&1",0,0,111,54,295,0,0,3
111,玛荷托拉猎手,12,1500,0,985,162,400,"13,42",36-3.5,0,0,111,55,300,0,0,3
112,虚化之影,12,1000,0,888,0,150,"3,6,29","2,100,50",0,0,111,55,305,0,0,3
113,漆黑佣兵战士,12,3600,0,630,479,210,"13,36","20-2,2",0,0,111,57,345,0,0,3
114,晶蓝佣兵法师,12,2850,0,588,396,170,"7,22,34","500,320&2,5&1",0,0,111,58,350,0,0,3
115,家族供奉,13,4570,0,988,688,220,"11,15",550-5-90,0,0,111,64,460,0,0,3
116,圣殿骑士,13,4570,0,988,688,220,"31,33,34","20-3-10,400-280,3",0,0,111,68,520,0,0,3
117,玛荷托拉族皇,13,4570,0,988,688,220,"9,22,23,43","10-50-10,480,20,1000-5",0,0,111,2400,18000,0,0,3
118,恐怖之种,12,3888,0,769,569,280,44,10-30,0,0,111,0,360,0,0,3
119,陨落赤炎,12,1080,0,688,633,150,"12,24","500,400",0,0,111,0,370,0,0,3
120,古代翼兽,12,1760,0,738,610,210,"6,37","40,1.5",0,0,111,0,395,0,0,3
121,石像噩梦,13,3256,0,960,732,220,"6,17,32","32,80,75-50",0,0,111,0,420,0,0,3
122,遗忘骑士,13,2100,0,965,788,280,"3,25","18,5-50-100",0,0,111,0,430,0,0,3
123,剧毒野兽,13,4250,0,898,657,180,"29,45","30,24-100-7",0,0,111,0,440,0,0,3
124,远古召唤者,13,1888,0,857,736,100,"26,30","150,127-1&126-1&125-1",0,0,111,0,480,0,0,3
125,嫉愤凝聚物,13,1999,0,999,0,100,13,0.1-100,0,0,111,0,0,0,0,3
126,苦痛凝聚物,13,19999,0,0,0,100,"2,17","120,60",0,0,111,0,0,0,0,3
127,抑郁凝聚物,13,1999,0,0,0,100,1,150,0,0,111,0,0,0,0,3
128,中空盔甲,13,3750,0,0,720,320,36,3,0,0,111,0,460,0,0,3
129,厄运骑士,13,2100,0,965,788,280,"3,25,38","18,5-50-200,122-SK&8&0",0,0,111,0,70,0,0,3
130,恐怖之芽,13,3888,0,769,569,500,"30,44","118-2,15-40",0,0,111,0,0,0,0,3
131,隔断之瞳,13,3888,0,769,30,500,"16,41","5-250,4-50-300",0,0,111,0,550,0,0,3
132,龙人,13,5000,0,769,30,500,46,15-3,0,0,111,0,560,0,0,3
133,魔导师遗骸,12,6666,0,882,677,222,"3,12,33,43,44","10,360,300-200&3,720-3&1,30-50&2",0,0,111,0,2500,0,0,3
134,狂战士遗骸,12,4888,0,938,656,200,"3,4,11,31,36","10,3,36-3-8,3",0,0,111,0,2500,0,0,3
135,古代护陵,13,3773,0,938,656,270,"36,43","2,500-3",0,0,111,0,570,0,0,3
136,古代护陵将军,14,3773,0,938,656,300,"30,36,43","135-1,2,800-4",0,0,111,0,230,0,0,3
137,玛荷托拉族皇,14,4570,0,988,688,220,"9,22,23,43","10-50-10,480,20,1000-5",0,0,111,2400,18000,0,0,3
138,古代食人魔,14,3750,0,0,720,320,"31,42",25-3-9,0,0,111,0,590,0,0,3
139,修罗幻影,14,3750,0,0,720,320,"6,41","50,1-100-100",0,0,111,0,620,0,0,3
140,恶魔侵蚀者,14,3750,0,0,720,320,47,8-50-100,0,0,111,0,650,0,0,3
141,魔化卡巴内,14,3750,0,0,720,320,"3,48","16,770-10",0,0,111,0,680,0,0,3
142,斯多姆狂战士,14,22000,0,0,720,300,"11,15,21","360-5-120,1500-500-20",0,0,111,0,720,0,0,3
143,倒影之瞳,13,3888,0,769,30,500,49,,0,0,111,0,850,0,0,3
144,玩家镜像,13,3888,0,769,30,500,,,0,0,111,0,0,0,0,3
145,真·倒影之瞳,13,3888,0,769,30,500,49,,0,0,111,0,900,0,0,3
146,恐怖利刃,15,3888,0,769,30,500,"41,49",2-50-400,0,0,111,0,30000,0,0,3
147,无波动,3,65,0,26,4,100,,,0,0,111,0,0,0,0,3
148,漂浮,3,57,0,19,3,888,,,0,0,0,0,0,0,0,3
149,踪丝,3,80,0,17,8,180,,,0,0,111,0,0,0,0,3
150,无情绪,6,195,0,78,12,100,,,0,0,111,0,0,0,0,3
151,游曳,6,171,0,54,9,888,,,0,0,100,0,0,0,0,3
152,痕迹,6,240,0,51,24,180,53,50,0,0,111,0,0,0,0,3
153,躁动,7,500,0,0,25,120,26,15,0,0,111,0,0,0,0,3
154,背负,7,150,0,40,50,100,2,5,0,0,111,0,0,0,0,3
155,烙印,7,333,0,72,27,140,31,10-2.5-5,0,0,111,0,0,0,0,3
156,疑惑,8,1000,0,100,10,100,52,100,0,0,111,0,0,0,0,3
157,掠夺,8,225,0,65,25,100,"12,23","50,20",0,0,111,0,0,0,0,3
158,夺灵者,9,150,0,60,88,152,,,0,0,111,0,0,0,0,3
159,？？？,24,150,0,60,89,152,"41,47,48,54","2-80-200,5-240-60,27000-500&1,30",0,0,20,0,0,0,0,3
160,？？？,26,150,0,60,89,152,187,,0,0,25,0,0,0,0,3
161,无意识,9,585,0,132,95,100,48,50-5,0,0,111,0,0,0,0,3
162,狂暴,9,1500,0,0,100,120,26,80,0,0,111,0,0,0,0,3
163,伤疤,10,500,0,0,0,150,37,3,0,0,111,0,0,0,0,3
164,罪孽,10,15000,0,0,0,100,14,70-50,0,0,111,0,0,0,0,3
165,夺舍,11,333,0,333,333,33,49,,0,0,111,0,0,0,0,3
166,凌辱,11,1500,0,250,100,400,"52,53","250,70",0,0,111,0,0,0,0,3
167,绝望,12,1200,0,333,33,333,"29,45,55","33,25-50-10",0,0,111,0,0,0,0,3
168,被封印的灵,13,2500,0,568,550,150,"3,31,44","100,10-3-5,100-20",0,0,111,0,0,0,0,3
169,贝基拉玛,14,50000,0,0,0,22,,,0,0,111,75,420,0,0,3
170,地狱蝠,14,50000,0,0,0,22,"4,6","2,32",0,0,111,76,430,0,0,3
171,埋葬的卒子,14,50000,0,0,0,22,"3,25","10,5-70-150",0,0,111,77,440,0,0,3
172,贝基拉玛警卫,15,50000,0,0,0,22,58,3-360-40,0,0,111,78,450,0,0,3
173,灼热战斗法师,15,50000,0,0,0,22,"24,26,58","900,350,4-480-80",0,0,111,80,480,0,0,3
174,小恶魔,15,50000,0,0,0,22,"11,53",50,0,0,111,82,500,0,0,3
175,厄运剑髅,15,50000,0,0,0,22,"3,31","8,35-2.0-6",0,0,111,80,460,0,0,3
176,厄运剑铠,15,50000,0,0,0,22,"3,31,38","9,30-2.5-8,175-Monster02+07&4&0",0,0,111,4,40,0,0,3
177,厄运剑宗,15,50000,0,0,0,22,"3,31,38","10,25-3-10,176-Monster02+05&8&0",0,0,111,6,60,0,0,3
178,巴拉那侦察者,15,50000,0,0,0,22,59,3,0,0,111,100,800,0,0,3
179,乌诺巨人,16,50000,0,0,0,22,,,0,0,0,0,50000,0,0,3
180,狱岩傀儡,16,50000,0,0,0,22,"17,18",50,0,0,0,100,800,0,0,3
181,地狱食人魔,15,50000,0,0,0,22,60,70-20,0,0,111,85,550,0,0,3
182,食人魔法师,15,50000,0,0,0,22,"61,62,63","850-2,270-60-10,2",0,0,111,85,550,0,0,3
183,食人魔小队,15,1,0,0,0,100,64,182-1&181-1,0,0,111,170,1100,0,0,3
184,波动的火焰,16,50000,0,0,0,22,65,200-8-5,0,0,0,102,820,0,0,3
185,超新星使用,1,50000,0,0,0,22,"17,66",,0,0,0,0,0,0,0,3
186,精锐贝基拉玛,16,50000,0,0,0,22,"36,58","1,4-400-50",0,0,0,105,850,0,0,3
187,黑曜石像鬼,16,50000,0,0,0,22,67,70-30,0,0,50,200,1500,0,0,3
188,迷失的剑王,16,50000,0,0,0,22,"13,68","10-4,70",0,0,0,119,990,0,0,3
189,燃烧地狱蝠,16,50000,0,0,0,22,"4,6,17","2,50,120",0,0,0,54,440,0,0,3
190,双生地狱蝠,16,1,0,0,0,100,64,189-2,0,0,0,108,880,0,0,3
191,熔岩兽人,16,50000,0,0,0,22,"11,16",6-350,0,0,0,110,900,0,0,3
192,涅尔玟,17,50000,0,0,0,22,"68,69","25,100-6",0,0,0,0,70000,0,0,3
193,火燃法影,16,50000,0,0,0,22,"6,21,70","100,250-400-0,2-50",0,0,0,128,1080,0,0,3
194,涅尔玟,16,50000,0,0,0,22,"68,69","25,100-6",0,0,0,0,70000,0,0,3
195,燃烧小恶魔,16,50000,0,0,0,22,"17,53","125,50",0,0,0,115,950,0,0,3
196,暗夜石像鬼,16,50000,0,0,0,22,35,50-100,0,0,50,200,1500,0,0,3
197,痛苦石像鬼,16,50000,0,0,0,22,71,198-Monster15+01&4&0,0,0,50,200,1500,0,0,3
198,痛苦蛆虫,15,999,0,999,999,400,"36,37","2,10",0,0,0,0,0,0,0,3
199,精锐圣堂武士,17,999,0,999,999,400,72,20-3,0,0,0,150,2000,0,0,3
200,影夜龙人,17,999,0,999,999,400,46,40-5,0,0,20,135,1350,0,0,3
201,圣洁夜魇战兵,17,999,0,999,999,400,"33,55",400-400,0,0,0,140,1400,0,0,3
202,遗忘的雕像,17,999,0,999,999,400,"14,40,53","30-50,150,50",0,0,40,132,1120,0,0,3
203,下级圣堂武士,17,999,0,999,999,400,72,10-3,0,0,0,60,600,0,0,3
204,巴拉那战将,17,999,0,999,999,400,"36,43,69","2,800-3,100-5",0,0,0,130,1100,0,0,3
205,协同圣堂武士,17,1,0,0,0,100,64,203-2,0,0,0,120,1200,0,0,3
206,圣堂武士小队,17,1,0,0,0,100,64,203-3,0,0,0,180,1800,0,0,3
207,暗影傀儡,17,50000,0,0,0,22,"1,17,18","100,60",0,0,0,125,1250,0,0,3
208,冰凛法影,17,50000,0,0,0,22,"1,26","300,360",0,0,0,135,1150,0,0,3
209,暗影翼兽,17,1560,0,738,610,210,"37,54","2,45",0,0,0,133,1230,0,0,3
210,攻坚之影,17,1560,0,738,610,210,"6,75",32,0,0,0,128,1280,0,0,3
211,贝基拉玛王,17,50000,0,0,0,22,"5,58,70","5,5-500-50,3-21",0,0,15,3000,25000,0,0,3
212,圣骑士梅罗,19,1559,0,738,610,210,"30,33,72,76","203-2,1000-500,25-4,6-5&1",0,0,25,0,50000,0,0,3
213,暗影之核,17,1560,0,738,610,210,"8,52,77","500,10-5",0,0,85,130,1300,0,0,3
214,破法者,17,1560,0,738,610,210,78,8-150,0,0,0,138,1380,0,0,3
215,暗影破法者,17,1560,0,738,610,210,"78,79","8-200,1-400-15",0,0,25,500,30000,0,0,3
216,恶魔骑士梅罗,19,1559,0,738,610,210,"72,80","25-4,3-15",0,0,25,0,50000,0,0,3
217,无魂空壳,17,1560,0,738,610,210,,,0,0,0,0,0,0,0,3
218,绝不信任,8,1000,0,100,10,100,52,100,0,0,0,0,0,0,0,3
219,刻骨烙印,10,500,0,0,0,150,37,5,0,0,0,0,0,0,0,3
220,永无宁静,7,500,0,0,25,120,26,15,0,0,0,0,0,0,0,3
221,疯狂索取,7,333,0,72,27,140,"31,68","10-2.5-5,30",0,0,0,0,0,0,0,3
222,贝基拉冈,18,500,0,0,25,120,"17,70","120,3-12",0,0,15,100,1500,0,0,3
223,银杖,18,500,0,0,25,120,"7,12,63","1000,400&1,3",0,0,0,102,1520,0,0,3
224,阵亡形态,18,500,0,0,25,120,"3,81","15,600",0,0,0,105,1550,0,0,3
225,狱炎魔导师,18,500,0,0,25,120,"24,42,60,61","750,120-15,900-3&1",0,0,35,108,1580,0,0,3
226,符文盔甲,18,500,0,0,25,120,"31,36","35-2-17,2",0,0,0,110,1600,0,0,3
227,猎杀之影,18,1560,0,738,610,210,"6,75",40,0,0,0,112,1620,0,0,3
228,怨恨的人偶,18,1560,0,738,610,210,"47,82","6-250-50,30",0,0,50,115,1650,0,0,3
229,剧毒守卫,18,1560,0,738,610,210,"29,48","150,2100-30",0,0,12,117,1670,0,0,3
230,幽灵夜魇战兵,18,999,0,999,999,400,"18,55,70",10-30,0,0,0,0,1500,0,0,3
231,幽亡法影,18,50000,0,0,0,22,"8,54,78","66,3-250",0,0,35,120,1700,0,0,3
232,徘徊的侍者,18,500,0,0,25,120,"9,26,35","10-100-25,1000,50-50",0,0,0,0,35000,0,0,3
233,鬼影突骑,18,999,0,999,999,400,"3,83","50,45-200",0,0,25,240,3600,0,0,3
234,背叛人形,18,999,0,999,999,400,49,,0,0,0,200,3200,0,0,3
235,绝望人形,18,999,0,999,999,400,67,35-200,0,0,0,200,3200,0,0,3
236,死亡人形,18,999,0,999,999,400,84,780-2-25,0,0,0,200,3200,0,0,3
237,爱丽丝,11,999,0,999,999,400,"49,67,84","50-300,500-1-60",0,0,0,0,40000,0,0,3
238,尽数掠夺,7,500,0,0,25,120,"12,23,63","450,10,2",0,0,0,0,0,0,0,3
239,致死蹂躏,11,1500,0,250,100,400,"52,53","5000,99",0,0,0,0,0,0,0,3
240,涅尔玟,17,50000,0,0,0,22,"68,69","30,100-6",0,0,0,0,3000,0,0,3
241,提里奥斯,20,50000,0,0,0,22,"68,69,86","36,70-5,15-150-24-50",0,0,18,0,40000,0,0,3
242,雪地爬行者,19,999,0,999,999,400,1,120,0,0,0,125,1750,0,0,3
243,贝基拉冈警卫,19,500,0,0,25,120,"17,70","180,4-20",0,0,18,128,1780,0,0,3
244,冰棘死者,19,999,0,999,999,400,"1,3,82","80,17,17",0,0,0,130,1800,0,0,3
245,雪地漫步者,19,999,0,999,999,400,87,8-100,0,0,0,132,1820,0,0,3
246,冰封夜魇战兵,19,1873,0,388,185,270,"31,83","15-2-10,15-75",0,0,0,135,1850,0,0,3
247,冰封夜魇法兵,19,2284,0,334,217,100,"26,87,88","660,10-120,4-2700-80-100&1",0,0,33,138,1880,0,0,3
248,冰封夜魇甲兵,19,3111,0,289,235,140,"1,15","50,1250-5-75",0,0,20,140,1900,0,0,3
249,协同冰封夜魇,19,1,0,0,0,100,64,247-1&246-1,0,0,0,273,3730,0,0,3
250,冰封夜魇小队,19,1,0,0,0,100,64,247-1&246-1&248-1,0,0,0,413,5630,0,0,3
251,魔能傀儡,19,999,0,999,999,400,,,0,0,0,143,1930,0,0,3
252,寒冬哨兵,20,999,0,999,999,400,"59,89","3,3-1100",0,0,15,145,1950,0,0,3
253,冰封战兵统领,19,1873,0,388,185,270,"30,31,83,87","246-2,25-3-10,25-75,7-70",0,0,0,1000,35000,0,0,3
254,冰霜之翼,19,999,0,999,999,400,"54,90","50,6-600-12",0,0,10,145,1950,0,0,3
255,冰晶噩梦,19,999,0,999,999,400,"6,89,92","30,2-1500,50",0,0,0,147,1970,0,0,3
256,孤高的魔导师,19,999,0,999,999,400,"91,93","2,10-150-4000-3",0,0,35,150,2000,0,0,3
257,冰封地狱,17,999,0,999,999,400,"18,47,90","5-200-50,5-3000-15",0,0,0,0,20000,0,0,3
258,砂牙,20,999,0,999,999,400,"31,46,75,94","25-3-15,25-1,3-6600",0,0,25,0,50000,0,0,3
259,冰封骸骨,19,999,0,999,999,400,"1,3","80,10",0,0,0,50,700,0,0,3
260,冰封骸骨队长,19,999,0,999,999,400,"1,3,30,38","80,12,259-2,259-SK2&2&240",0,0,0,0,0,0,0,3
261,冰封法兵统领,19,2284,0,334,217,100,"26,30,63,93","800,247-2,2,10-80-4000-5",0,0,40,1000,35000,0,0,3
262,冰封甲兵统领,19,3111,0,289,235,140,"29,30,70","200,248-2,2-30",0,0,25,1000,35000,0,0,3
263,王牌冰封夜魇,19,1,0,0,0,100,64,253-1&261-1&262-1,0,0,0,3826,116260,0,0,3
264,地狱诗人,20,999,0,999,999,400,"86,95","10-100-25-0,10",0,0,17,150,2080,0,0,3
265,冰封夜魇小队,19,1,0,0,0,100,64,246-2&248-1,0,0,0,410,5600,0,0,3
266,恐怖食人魔,20,3750,0,0,720,320,"31,42,60","25-3-15,120-15",0,0,40,150,2050,0,0,3
267,极冰兽人,20,3750,0,0,720,320,"1,75",250,0,0,13,150,2100,0,0,3
268,极冰兽王杰奥,20,3750,0,0,720,320,"1,9,75","200,5-50-20",0,0,13,0,50000,0,0,3
269,冰封骸骨督军,20,999,0,999,999,400,"3,30,38,81","20,260-2,260-SK2&4&240,2000",0,0,0,0,0,0,0,3
270,符文中空盔甲,20,3750,0,0,720,320,"31,36","35-2.4-24,2",0,0,0,150,2150,0,0,3
271,寒冬魔导师,20,3750,0,0,720,320,"26,47,88","1250,5-0-100,5-3000-150-80&1",0,0,25,150,2120,0,0,3
272,冰封地狱岩,20,3750,0,0,720,320,"1,18,96","130,1000-1",0,0,0,150,2180,0,0,3
273,祭坛督军,20,3750,0,0,720,320,,,0,0,15,150,2200,0,0,3
274,高阶祭坛督军,22,3750,0,0,720,320,,,0,0,15,200,3300,0,0,3
275,寒冬骨龙,29,3750,0,0,720,320,"3,97,98","300,5-8,5",0,0,25,0,75000,0,0,3
276,蘇生的怪物,18,250000,0,738,610,350,"18,49,99",,0,0,0,0,0,0,0,3
277,拉格纳斯,24,150,0,60,89,152,"41,47,48,54","2-80-200,5-240-60,27000-500,30",0,0,20,0,0,0,0,3
